Text,Label
"I feel empty inside lately",sad
"I'm feeling great! lately",happy
"I feel composed right now",calm
"I feel miserable lately",sad
"I'm overjoyed today",happy
"I'm feeling serene lately",calm
"Nothing special lately",neutral
"I'm so excited! lately",excited
"I'm really excited",excited
"I'm so happy today! right now",happy
"I feel hopeless right now",sad
"This makes me nervous today",anxious
"I'm really excited today",excited
"This is awesome!",excited
"This is maddening lately",frustrated
"I'm worried sick right now",anxious
"Everything is fine right now",neutral
"I feel joyful right now",happy
"Nothing much right now",neutral
"I'm feeling mellow right now",calm
"I feel at ease about this",calm
"I'm feeling placid right now",calm
"This is so irritating",frustrated
"I'm doing okay about this",neutral
"I'm alright about this",neutral
"I'm worried sick lately",anxious
"This is so irritating",frustrated
"I'm feeling blue lately",sad
"I'm really upset lately",angry
"I'm at peace lately",calm
"I'm so stoked about this",excited
"I'm feeling great! about this",happy
"This is so frustrating!",frustrated
"This is so irritating",frustrated
"I'm seething lately",angry
"This is awesome! today",excited
"I'm so stoked right now",excited
"I'm doing alright about this",neutral
"I'm so stoked right now",excited
"This makes me sad",sad
"This is heartbreaking",sad
"I'm feeling quiet about this",calm
"I feel miserable about this",sad
"I'm so stoked",excited
"This is exasperating lately",frustrated
"What a wonderful day! about this",happy
"This makes me sad lately",sad
"This is so frustrating! lately",frustrated
"I feel awful lately",sad
"This is so annoying about this",frustrated
"I'm thrilled about this lately",excited
"This is so frustrating! lately",frustrated
"I'm really upset",angry
"I'm feeling zen",calm
"This makes me happy lately",happy
"I'm so pleased right now",happy
"I'm seething lately",angry
"I'm doing okay",neutral
"I'm thrilled! right now",happy
"I'm livid about this",angry
"This is heartbreaking",sad
"I'm feeling low",sad
"I'm feeling steady today",calm
"This is so irritating right now",frustrated
"I feel fine about this",neutral
"This is so frustrating! today",frustrated
"This is annoying lately",frustrated
"I'm seething",angry
"I'm depressed about this",sad
"This makes me furious right now",angry
"This is infuriating today",angry
"I'm feeling uneasy lately",anxious
"I'm feeling worried lately",anxious
"This is exasperating lately",frustrated
"I feel calm about this",calm
"I'm feeling sad right now",sad
"I feel neutral lately",neutral
"This irritates me lately",frustrated
"I feel tranquil right now",calm
"I feel balanced",calm
"I'm really excited right now",excited
"I feel balanced right now",calm
"I'm pumped! about this",excited
"I'm relaxed about this",calm
"I'm pumped!",excited
"I'm seething today",angry
"I'm concerned today",anxious
"I'm pumped! about this",excited
"I'm ecstatic",excited
"I feel hopeless lately",sad
"I feel average",neutral
"I'm so pleased today",happy
"I'm getting frustrated right now",frustrated
"I'm indifferent today",neutral
"I'm so pleased about this",happy
"I feel terrible lately",sad
"This is exasperating right now",frustrated
"I'm feeling anxious",anxious
"I feel awful",sad
"I'm doing alright lately",neutral
"I'm so excited! about this",excited
"This makes me furious lately",angry
"This is maddening about this",frustrated
"I feel fine about this",neutral
"I'm worried sick right now",anxious
"I'm overjoyed",happy
"I'm feeling blue",sad
"I feel awful about this",sad
"I'm feeling great! about this",happy
"This is so irritating about this",frustrated
"I'm really frustrated right now",frustrated
"I'm at peace right now",calm
"I'm feeling sad",sad
"Everything is fine right now",neutral
"I'm feeling zen about this",calm
"I'm feeling quiet today",calm
"I'm feeling uneasy lately",anxious
"I'm really frustrated today",frustrated
"I feel empty inside",sad
"I'm on cloud nine",happy
"I'm feeling placid right now",calm
"I'm feeling wonderful about this",happy
"I'm concerned today",anxious
"I'm really annoyed",frustrated
"I'm feeling okay today",neutral
"I'm relaxed right now",calm
"This is heartbreaking today",sad
"I'm overjoyed right now",happy
"I'm feeling sad today",sad
"I'm okay right now",neutral
"I feel relaxed and calm about this",calm
"I'm amped up",excited
"This is so irritating about this",angry
"This makes me sad about this",sad
"I'm feeling quiet today",calm
"I'm amped up",excited
"I feel fine",neutral
"I'm so angry! lately",angry
"I'm so pleased right now",happy
"I'm feeling tense today",anxious
"I'm panicking today",anxious
"I feel average today",neutral
"I'm overjoyed about this",happy
"I'm on cloud nine today",happy
"I feel composed lately",calm
"I'm feeling wonderful today",happy
"This makes me rage",angry
"I'm feeling wonderful",happy
"This makes me happy",happy
"This is thrilling! about this",excited
"This is so irritating",angry
"I'm feeling low lately",sad
"I feel normal lately",neutral
"I'm feeling worried lately",anxious
"This is so annoying lately",frustrated
"This brings me joy today",happy
"I'm feeling great! today",happy
"I'm feeling anxious",anxious
"This makes me nervous lately",anxious
"This is exasperating lately",frustrated
"I'm losing patience today",frustrated
"This angers me lately",angry
"I'm depressed lately",sad
"I'm seething right now",angry
"I feel fantastic!",happy
"I'm frustrated about this",frustrated
"I'm feeling frustrated",frustrated
"This makes me rage about this",angry
"I'm ecstatic right now",happy
"I'm so hyped about this",excited
"This angers me",angry
"I'm amped up today",excited
"I'm feeling blue about this",sad
"This makes me nervous about this",anxious
"I'm so angry!",angry
"I feel normal right now",neutral
"I'm delighted",happy
"I'm feeling low right now",sad
"This makes me happy",happy
"I feel empty inside",sad
"I'm feeling tense about this",anxious
"I feel empty inside right now",sad
"This gives me anxiety today",anxious
"I'm indifferent lately",neutral
"I'm feeling tense about this",anxious
"I'm frustrated right now",angry
"This is heartbreaking lately",sad
"I feel fantastic! about this",happy
"Nothing special lately",neutral
"I have anxiety about this",anxious
"What a wonderful day! today",happy
"I'm so angry! right now",angry
"Nothing special lately",neutral
"I'm thrilled! about this",happy
"I have anxiety",anxious
"This is heartbreaking right now",sad
"This is infuriating right now",angry
"This makes me sad about this",sad
"I'm feeling uneasy today",anxious
"I'm really upset",angry
"I'm fed up today",frustrated
"This makes me rage about this",angry
"I'm losing patience lately",frustrated
"I feel composed",calm
"This gives me anxiety lately",anxious
"Everything is normal right now",neutral
"I'm on cloud nine about this",happy
"I'm feeling uneasy",anxious
"I feel awful",sad
"This irritates me today",frustrated
"I feel average lately",neutral
"I'm feeling gloomy lately",sad
"This makes me happy about this",happy
"I'm amped up lately",excited
"This is exasperating today",frustrated
"This is infuriating right now",angry
"I'm feeling peaceful about this",calm
"I'm livid",angry
"I'm so excited! today",excited
"I'm getting frustrated",frustrated
"I feel average right now",neutral
"I'm mad about this lately",angry
"This is so disappointing about this",sad
"This makes me furious",angry
"I'm upset right now",sad
"This is annoying",frustrated
"I'm okay with this about this",neutral
"I feel anxious right now",anxious
"I'm losing patience today",frustrated
"I feel terrible",sad
"This is so disappointing right now",sad
"I'm seething right now",angry
"I feel average right now",neutral
"I'm feeling low right now",sad
"I feel empty inside right now",sad
"I'm really annoyed",frustrated
"I'm feeling uneasy about this",anxious
"I'm so excited!",excited
"I'm feeling okay lately",neutral
"I'm depressed right now",sad
"I'm so excited!",excited
"I feel awful today",sad
"This is thrilling!",excited
"I'm so stoked about this",excited
"I feel empty inside",sad
"I feel fantastic! about this",happy
"I'm nervous about this today",anxious
"I'm furious about this right now",angry
"I'm on cloud nine lately",happy
"I feel down about this",sad
"Nothing special about this",neutral
"I'm fed up about this",frustrated
"I'm doing okay about this",neutral
"I'm stressed out right now",anxious
"I'm okay with this",neutral
"I feel down about this",sad
"I'm okay with this right now",neutral
"I'm ecstatic about this",happy
"I'm so happy today! right now",happy
"This is annoying lately",frustrated
"I'm mad about this lately",angry
"I'm ecstatic right now",happy
"I'm doing okay",neutral
"I'm thrilled!",happy
"Nothing special right now",neutral
"This is annoying today",frustrated
"I'm nervous about this",anxious
"I'm feeling quiet right now",calm
"I'm seething about this",angry
"I'm indifferent",neutral
"I feel at ease lately",calm
"I'm getting frustrated about this",frustrated
"I'm doing okay lately",neutral
"Everything is normal about this",neutral
"I'm feeling gloomy lately",sad
"I have anxiety about this",anxious
"I can't wait! today",excited
"This angers me",angry
"I'm getting frustrated about this",frustrated
"I'm ecstatic lately",happy
"I feel awful today",sad
"I feel miserable today",sad
"I feel balanced lately",calm
"This is thrilling! lately",excited
"I'm seething right now",angry
"I'm upset right now",sad
"This makes me furious lately",angry
"This is thrilling!",excited
"This is exasperating today",frustrated
"This makes me nervous today",anxious
"This angers me",angry
"I'm feeling low lately",sad
"This is annoying lately",frustrated
"This is amazing! today",happy
"Everything is fine",neutral
"This is infuriating right now",angry
"I feel at ease",calm
"I'm stressed out",anxious
"This irritates me lately",frustrated
"I'm fuming about this",angry
"This is so irritating lately",frustrated
"I'm nervous about this",anxious
"I'm feeling peaceful about this",calm
"This brings me joy right now",happy
"This is so irritating right now",angry
"This is so irritating about this",frustrated
"I'm really annoyed right now",frustrated
"I'm irritated about this",angry
"I'm feeling blue lately",sad
"This is so irritating lately",frustrated
"I'm feeling okay today",neutral
"This is annoying right now",frustrated
"This makes me furious today",angry
"I'm relaxed right now",calm
"This is infuriating lately",angry
"This is so annoying lately",frustrated
"This is so frustrating! right now",frustrated
"I feel terrible",sad
"I have anxiety",anxious
"Nothing special today",neutral
"This makes me sad lately",sad
"This is thrilling! today",excited
"This is exasperating about this",frustrated
"This is infuriating lately",angry
"I'm really worried right now",anxious
"This is maddening lately",frustrated
"I'm feeling sad about this",sad
"This makes me furious right now",angry
"I'm feeling anxious today",anxious
"I'm delighted",happy
"This makes me happy about this",happy
"This is awesome! right now",excited
"This is so irritating about this",frustrated
"This is heartbreaking today",sad
"I'm pumped! today",excited
"I'm nervous about this",anxious
"I feel hopeless lately",sad
"This is amazing! lately",happy
"I'm feeling peaceful lately",calm
"I'm furious about this lately",angry
"I feel fantastic! today",happy
"I'm frustrated lately",frustrated
"This is maddening about this",frustrated
"I'm feeling tense",anxious
"I'm depressed today",sad
"I'm nervous about this right now",anxious
"I feel relaxed and calm lately",calm
"I feel normal about this",neutral
"This is infuriating",angry
"This is so frustrating! lately",frustrated
"This is so irritating about this",frustrated
"I'm so stoked lately",excited
"I'm feeling quiet",calm
"I feel miserable today",sad
"I'm getting frustrated",frustrated
"I feel fine right now",neutral
"This is maddening lately",frustrated
"I'm okay with this right now",neutral
"I feel relaxed and calm about this",calm
"This is exciting! lately",excited
"I feel hopeless",sad
"I'm frustrated right now",frustrated
"I'm really anxious",anxious
"This gives me anxiety",anxious
"I'm delighted about this",happy
"I'm feeling anxious",anxious
"I'm elated today",excited
"Everything is fine",neutral
"I'm fed up right now",frustrated
"I feel joyful",happy
"This is heartbreaking lately",sad
"I'm relaxed lately",calm
"I feel empty inside lately",sad
"I'm feeling serene",calm
"I'm delighted today",happy
"I'm feeling tense about this",anxious
"This is infuriating about this",angry
"I'm on cloud nine",happy
"I'm feeling blue",sad
"I'm feeling frustrated lately",frustrated
"I feel miserable",sad
"I'm feeling gloomy",sad
"I'm frustrated lately",angry
"I'm feeling great! lately",happy
"Nothing special lately",neutral
"I'm exhilarated lately",excited
"I'm furious about this right now",angry
"I'm at peace today",calm
"Nothing much lately",neutral
"I'm annoyed",angry
"I'm depressed lately",sad
"Everything is fine lately",neutral
"I'm feeling sad lately",sad
"I'm feeling placid lately",calm
"What a wonderful day!",happy
"I'm amped up",excited
"I'm feeling tense right now",anxious
"I'm so happy today!",happy
"I feel fantastic! about this",happy
"I'm so happy today! lately",happy
"I'm seething today",angry
"This is so disappointing today",sad
"I'm feeling gloomy about this",sad
"I'm frustrated lately",frustrated
"What a wonderful day!",happy
"This makes me rage right now",angry
"I feel calm lately",calm
"I'm worried sick lately",anxious
"I can't wait! right now",excited
"I'm exhilarated right now",excited
"I'm feeling tense lately",anxious
"I'm feeling worried right now",anxious
"This makes me nervous right now",anxious
"I feel fantastic! lately",happy
"I'm feeling anxious right now",anxious
"I feel calm",calm
"I'm feeling mellow lately",calm
"I feel fantastic! right now",happy
"Nothing special about this",neutral
"This is so annoying today",frustrated
"I feel calm",calm
"I feel miserable right now",sad
"I'm exhilarated today",excited
"I'm on cloud nine today",happy
"I'm seething about this",angry
"I feel composed about this",calm
"I'm feeling steady lately",calm
"I'm feeling anxious today",anxious
"Everything is fine",neutral
"I'm pumped!",excited
"I feel relaxed and calm about this",calm
"I have anxiety",anxious
"I'm worried sick right now",anxious
"I'm getting frustrated about this",frustrated
"I feel calm right now",calm
"This is infuriating today",angry
"I'm seething",angry
"I feel balanced",calm
"I'm feeling great!",happy
"I'm so excited! today",excited
"I'm worried sick right now",anxious
"I feel anxious",anxious
"I'm mad about this right now",angry
"This irritates me about this",frustrated
"I'm feeling peaceful today",calm
"I feel fine",neutral
"I'm frustrated lately",angry
"I'm feeling gloomy right now",sad
"I'm at peace about this",calm
"I feel terrible today",sad
"I feel calm right now",calm
"I'm feeling zen today",calm
"I'm depressed right now",sad
"This is awesome!",excited
"I'm feeling sad about this",sad
"I'm feeling placid",calm
"I'm pumped! right now",excited
"I'm seething",angry
"I'm worried sick about this",anxious
"I feel joyful lately",happy
"I'm ecstatic",excited
"I feel hopeless about this",sad
"This is heartbreaking right now",sad
"I'm feeling gloomy lately",sad
"I'm thrilled! right now",happy
"I'm furious about this",angry
"I'm really annoyed about this",frustrated
"Everything is fine lately",neutral
"I'm feeling sad about this",sad
"I'm at peace about this",calm
"I'm feeling gloomy right now",sad
"I'm feeling frustrated today",frustrated
"I'm feeling serene about this",calm
"I feel fine about this",neutral
"I'm alright",neutral
"I feel hopeless",sad
"I'm feeling wonderful right now",happy
"I have anxiety about this",anxious
"I'm ecstatic right now",excited
"I'm so happy today! lately",happy
"I'm panicking",anxious
"I'm really frustrated about this",frustrated
"This is maddening lately",frustrated
"I'm indifferent today",neutral
"I feel anxious today",anxious
"I feel at ease",calm
"I'm pumped! about this",excited
"This is awesome! right now",excited
"I'm so hyped today",excited
"I'm delighted about this",happy
"I'm thrilled! about this",happy
"I feel at ease right now",calm
"This is maddening about this",frustrated
"I feel terrible right now",sad
"I'm feeling steady right now",calm
"I'm feeling uneasy lately",anxious
"I'm on cloud nine right now",happy
"I feel neutral right now",neutral
"I feel terrible",sad
"I'm really upset today",angry
"I'm at peace",calm
"I'm feeling sad",sad
"I'm thrilled! right now",happy
"I'm feeling tense right now",anxious
"I'm at peace today",calm
"I'm worried sick today",anxious
"I'm on cloud nine today",happy
"I'm seething about this",angry
"I'm really excited",excited
"This is infuriating about this",angry
"This gives me anxiety about this",anxious
"Nothing special about this",neutral
"I feel awful",sad
"I'm elated today",excited
"I feel joyful today",happy
"This is infuriating",angry
"This is so irritating right now",frustrated
"This is so irritating lately",frustrated
"I'm doing alright lately",neutral
"I'm feeling mellow today",calm
"This makes me sad lately",sad
"I feel balanced right now",calm
"I'm ecstatic lately",excited
"This makes me furious lately",angry
"This makes me sad lately",sad
"This is annoying lately",frustrated
"I feel anxious about this",anxious
"I'm furious about this right now",angry
"I'm feeling peaceful",calm
"This is so irritating today",frustrated
"I feel balanced",calm
"I'm seething right now",angry
"This is amazing!",happy
"I'm feeling anxious about this",anxious
"I'm frustrated today",frustrated
"I'm seething lately",angry
"I feel balanced",calm
"I'm really annoyed right now",frustrated
"I feel down right now",sad
"This is so disappointing lately",sad
"I feel awful about this",sad
"I'm stressed out today",anxious
"I'm so angry! right now",angry
"I feel down",sad
"I'm overjoyed right now",happy
"This gives me anxiety today",anxious
"I'm feeling anxious",anxious
"I'm fed up",frustrated
"I'm okay right now",neutral
"I feel anxious lately",anxious
"I'm exhilarated about this",excited
"I'm ecstatic today",happy
"I'm feeling anxious",anxious
"I'm panicking today",anxious
"I feel hopeless today",sad
"What a wonderful day! about this",happy
"This is so frustrating! today",frustrated
"I'm concerned about this",anxious
"I feel tranquil lately",calm
"I feel relaxed and calm lately",calm
"I'm feeling tense right now",anxious
"I feel neutral right now",neutral
"I'm so stoked",excited
"This is so irritating about this",angry
"I'm feeling low",sad
"I feel balanced today",calm
"I'm so pleased",happy
"This irritates me right now",frustrated
"I'm feeling quiet lately",calm
"I'm on cloud nine",happy
"Nothing much right now",neutral
"I'm elated today",excited
"I'm really upset about this",angry
"I'm overjoyed lately",happy
"This makes me rage right now",angry
"I'm really upset right now",angry
"I'm feeling quiet about this",calm
"I'm irritated lately",angry
"I feel at ease right now",calm
"I'm getting frustrated today",frustrated
"I feel normal lately",neutral
"I'm feeling mellow lately",calm
"This irritates me lately",frustrated
"Nothing much lately",neutral
"I'm panicking lately",anxious
"I feel tranquil today",calm
"I'm feeling sad today",sad
"I'm concerned today",anxious
"This is so irritating lately",frustrated
"I feel tranquil lately",calm
"I'm livid today",angry
"I feel anxious lately",anxious
"I'm elated",excited
"This is infuriating right now",angry
"I'm really anxious right now",anxious
"I'm fuming",angry
"This is thrilling! right now",excited
"This is so disappointing lately",sad
"I'm stressed out",anxious
"I feel anxious lately",anxious
"I'm ecstatic right now",happy
"I'm mad about this lately",angry
"I feel hopeless right now",sad
"I'm pumped! right now",excited
"I'm seething",angry
"I'm really worried today",anxious
"I'm really upset about this",angry
"Nothing special",neutral
"I'm feeling uneasy",anxious
"This is thrilling! today",excited
"I'm feeling mellow right now",calm
"I'm livid",angry
"This is amazing! lately",happy
"I'm doing alright",neutral
"I'm buzzing with excitement",excited
"I feel relaxed and calm lately",calm
"I'm feeling peaceful lately",calm
"I feel miserable",sad
"I feel anxious lately",anxious
"I feel composed",calm
"This irritates me lately",frustrated
"I feel anxious about this",anxious
"I'm exhilarated right now",excited
"I'm upset lately",sad
"I feel relaxed and calm about this",calm
"This makes me sad",sad
"What a wonderful day! today",happy
"I feel at ease lately",calm
"I'm stressed out lately",anxious
"I feel balanced today",calm
"I'm delighted lately",happy
"I'm worried sick lately",anxious
"I'm really annoyed",frustrated
"I'm really upset right now",angry
"I'm ecstatic lately",excited
"I'm feeling anxious",anxious
"I'm frustrated about this",frustrated
"I'm feeling frustrated lately",frustrated
"I'm at peace right now",calm
"I'm feeling peaceful",calm
"I'm feeling gloomy about this",sad
"I feel empty inside today",sad
"I can't wait! right now",excited
"I'm okay",neutral
"I feel miserable today",sad
"I feel anxious lately",anxious
"I'm upset right now",sad
"This is exciting! today",excited
"I feel relaxed and calm",calm
"I'm exhilarated right now",excited
"This is so annoying",frustrated
"I'm pumped! about this",excited
"This is so irritating",frustrated
"I'm buzzing with excitement today",excited
"I feel down right now",sad
"What a wonderful day! right now",happy
"I'm really worried today",anxious
"This makes me nervous right now",anxious
"I feel normal about this",neutral
"I'm feeling okay today",neutral
"I'm feeling zen right now",calm
"I feel anxious about this",anxious
"I'm irritated",angry
"I'm losing patience",frustrated
"I'm feeling peaceful lately",calm
"I'm amped up right now",excited
"I'm delighted today",happy
"Nothing much lately",neutral
"I feel composed about this",calm
"I'm indifferent",neutral
"I'm really frustrated",frustrated
"I'm nervous about this about this",anxious
"I'm overjoyed right now",happy
"I'm frustrated",angry
"I feel at ease",calm
"I'm buzzing with excitement",excited
"Everything is normal right now",neutral
"This is so irritating right now",angry
"This gives me anxiety",anxious
"What a wonderful day!",happy
"I'm really worried",anxious
"I'm feeling quiet about this",calm
"I'm exhilarated",excited
"I'm feeling frustrated about this",frustrated
"This is so disappointing",sad
"I'm really worried about this",anxious
"I'm feeling tense",anxious
"I feel composed right now",calm
"I'm annoyed",angry
"I'm mad about this today",angry
"This makes me nervous right now",anxious
"This irritates me",frustrated
"I'm feeling uneasy today",anxious
"I'm feeling zen",calm
"This is so annoying about this",frustrated
"I'm buzzing with excitement lately",excited
"I'm so angry!",angry
"Nothing much",neutral
"I'm feeling uneasy lately",anxious
"I feel awful right now",sad
"I'm really annoyed today",frustrated
"I feel fantastic! about this",happy
"I'm ecstatic today",excited
"I feel down about this",sad
"I'm thrilled!",happy
"I'm ecstatic right now",happy
"I'm relaxed lately",calm
"I feel miserable about this",sad
"I'm upset",sad
"This is so disappointing lately",sad
"I'm feeling placid right now",calm
"I'm feeling serene about this",calm
"I'm feeling low today",sad
"This is so irritating right now",frustrated
"This is so frustrating! lately",frustrated
"This is so irritating today",frustrated
"I'm on cloud nine lately",happy
"I'm losing patience right now",frustrated
"This makes me happy",happy
"I feel at ease right now",calm
"I'm feeling worried right now",anxious
"I'm stressed out today",anxious
"I'm so excited! right now",excited
"I feel balanced right now",calm
"I'm feeling peaceful today",calm
"I feel normal",neutral
"I have anxiety right now",anxious
"I'm worried sick about this",anxious
"I'm feeling okay today",neutral
"I'm feeling uneasy",anxious
"I'm panicking right now",anxious
"I'm ecstatic about this",excited
"I feel tranquil lately",calm
"I feel average right now",neutral
"I'm amped up",excited
"I'm really annoyed lately",frustrated
"I feel balanced today",calm
"I'm amped up today",excited
"I'm feeling frustrated",frustrated
"I feel awful",sad
"Everything is fine lately",neutral
"I'm okay today",neutral
"I'm irritated about this",angry
"I'm feeling quiet lately",calm
"I'm so hyped right now",excited
"I'm feeling wonderful",happy
"This is so disappointing right now",sad
"I'm annoyed right now",angry
"I'm alright",neutral
"This is so annoying",frustrated
"I feel balanced today",calm
"I can't wait! about this",excited
"This is annoying about this",frustrated
"I feel hopeless right now",sad
"I feel relaxed and calm lately",calm
"I'm upset about this",sad
"I'm really excited today",excited
"I'm really annoyed right now",frustrated
"This is so irritating right now",angry
"I feel balanced lately",calm
"Everything is fine",neutral
"I'm mad about this today",angry
"I'm really annoyed",frustrated
"This angers me about this",angry
"Nothing special",neutral
"I'm seething today",angry
"I'm feeling peaceful about this",calm
"I'm doing alright right now",neutral
"I'm doing okay",neutral
"I'm losing patience",frustrated
"Everything is fine right now",neutral
"I'm so angry! about this",angry
"I'm feeling wonderful",happy
"I feel anxious right now",anxious
"I'm really worried",anxious
"I'm feeling worried lately",anxious
"I'm overjoyed today",happy
"I'm on cloud nine lately",happy
"I'm really annoyed",frustrated
"This makes me nervous today",anxious
"I'm feeling great! today",happy
"I'm frustrated lately",angry
"Nothing special",neutral
"I'm frustrated about this",angry
"This is annoying lately",frustrated
"What a wonderful day! lately",happy
"I feel miserable right now",sad
"I'm furious about this today",angry
"This is amazing! today",happy
"This makes me nervous today",anxious
"This is exciting! today",excited
"This is annoying",frustrated
"I'm furious about this right now",angry
"This is heartbreaking lately",sad
"I'm so happy today!",happy
"I feel neutral lately",neutral
"This is exasperating",frustrated
"I'm feeling frustrated about this",frustrated
"This is so frustrating! lately",frustrated
"This is so irritating",frustrated
"I'm buzzing with excitement lately",excited
"This is so disappointing right now",sad
"I'm so pleased today",happy
"I'm nervous about this about this",anxious
"I feel fine",neutral
"I'm pumped! lately",excited
"This is so disappointing about this",sad
"I'm indifferent today",neutral
"I'm worried sick today",anxious
"I'm really upset about this",angry
"I'm thrilled!",happy
"This makes me happy lately",happy
"This is exasperating today",frustrated
"I'm feeling tense",anxious
"I'm irritated today",angry
"This is annoying today",frustrated
"This gives me anxiety about this",anxious
"This is so irritating about this",frustrated
"I'm worried sick",anxious
"I'm annoyed about this",angry
"I'm feeling quiet about this",calm
"I'm so pleased lately",happy
"This makes me sad",sad
"I'm at peace",calm
"I'm feeling worried right now",anxious
"I'm okay lately",neutral
"I feel fantastic! lately",happy
"Nothing much right now",neutral
"This is so irritating today",frustrated
"I'm indifferent",neutral
"I'm fuming lately",angry
"Everything is normal",neutral
"I'm really frustrated",frustrated
"This is exciting!",excited
"I feel at ease about this",calm
"I'm really upset right now",angry
"I'm really anxious right now",anxious
"I'm so excited! about this",excited
"This is so annoying lately",frustrated
"I'm irritated right now",angry
"This brings me joy",happy
"I'm feeling worried right now",anxious
"I'm on cloud nine about this",happy
"I'm so stoked lately",excited
"I'm okay about this",neutral
"I feel normal right now",neutral
"I'm losing patience right now",frustrated
"Nothing much right now",neutral
"This is maddening",frustrated
"I'm pumped! about this",excited
"Nothing special",neutral
"I'm overjoyed today",happy
"I'm feeling steady about this",calm
"I feel hopeless about this",sad
"I'm seething today",angry
"I have anxiety",anxious
"This is heartbreaking lately",sad
"I'm feeling blue lately",sad
"I'm overjoyed",happy
"I'm elated right now",excited
"I feel at ease about this",calm
"I feel normal right now",neutral
"I'm feeling gloomy right now",sad
"I'm okay",neutral
"I'm mad about this today",angry
"I'm concerned",anxious
"I'm delighted about this",happy
"I'm relaxed about this",calm
"I'm nervous about this today",anxious
"I'm really excited about this",excited
"I'm feeling quiet about this",calm
"I feel hopeless",sad
"I'm really upset today",angry
"Everything is normal lately",neutral
"This is thrilling! lately",excited
"I'm feeling gloomy lately",sad
"This is maddening lately",frustrated
"I'm getting frustrated today",frustrated
"I'm feeling quiet about this",calm
"I'm so happy today! today",happy
"I'm pumped! lately",excited
"I'm feeling tense",anxious
"This makes me happy right now",happy
"I'm feeling low",sad
"This is so disappointing today",sad
"I'm so pleased lately",happy
"I'm at peace about this",calm
"I'm fed up",frustrated
"I'm mad about this lately",angry
"I'm fed up right now",frustrated
"This makes me furious today",angry
"I'm alright lately",neutral
"I'm at peace",calm
"I'm feeling steady lately",calm
"I'm on cloud nine today",happy
"I'm depressed today",sad
"This makes me furious right now",angry
"I'm relaxed",calm
"This brings me joy lately",happy
"I'm exhilarated lately",excited
"I'm okay with this",neutral
"This is so disappointing about this",sad
"This is so irritating today",angry
"I'm losing patience right now",frustrated
"I'm okay with this today",neutral
"This is so frustrating! right now",frustrated
"This is exciting! right now",excited
"This is so frustrating!",frustrated
"I'm upset",sad
"This is so annoying today",frustrated
"I feel anxious right now",anxious
"This is awesome!",excited
"This makes me furious right now",angry
"This is so annoying about this",frustrated
"I'm thrilled about this lately",excited
"I'm frustrated today",angry
"I'm so happy today! right now",happy
"I'm indifferent lately",neutral
"This angers me lately",angry
"I feel neutral about this",neutral
"I'm so pleased lately",happy
"I feel relaxed and calm today",calm
"I'm thrilled! today",happy
"I'm feeling sad today",sad
"I'm exhilarated today",excited
"I'm feeling sad right now",sad
"This is exciting!",excited
"I'm feeling placid lately",calm
"I can't wait! about this",excited
"I feel normal today",neutral
"I'm at peace today",calm
"I'm feeling okay about this",neutral
"I'm really excited lately",excited
"This gives me anxiety right now",anxious
"I feel miserable about this",sad
"I'm amped up right now",excited
"I'm feeling worried today",anxious
"I'm on cloud nine lately",happy
"I'm livid",angry
"I'm feeling steady today",calm
"I'm elated today",excited
"This is so disappointing right now",sad
"I'm okay today",neutral
"I feel awful lately",sad
"I'm buzzing with excitement",excited
"This makes me sad",sad
"I'm indifferent lately",neutral
"I'm feeling gloomy right now",sad
"I feel calm lately",calm
"I'm thrilled! right now",happy
"I can't wait! about this",excited
"I'm so angry!",angry
"I feel average",neutral
"I'm feeling steady about this",calm
"I'm upset",sad
"Everything is fine right now",neutral
"This makes me happy lately",happy
"This is so disappointing today",sad
"I'm so happy today!",happy
"I feel composed today",calm
"I'm alright",neutral
"I'm buzzing with excitement today",excited
"This is so irritating lately",frustrated
"I feel terrible",sad
"I'm exhilarated today",excited
"I'm really worried",anxious
"I'm feeling mellow right now",calm
"I'm okay right now",neutral
"I'm annoyed today",angry
"I feel neutral about this",neutral
"I feel anxious right now",anxious
"This makes me furious right now",angry
"I feel empty inside about this",sad
"I'm irritated lately",angry
"I'm seething about this",angry
"I'm fed up right now",frustrated
"I feel composed today",calm
"I feel terrible right now",sad
"I'm frustrated today",frustrated
"I'm thrilled about this",excited
"I'm upset today",sad
"I'm really annoyed about this",frustrated
"I feel hopeless today",sad
"This is so frustrating! about this",frustrated
"I feel anxious about this",anxious
"I feel terrible about this",sad
"I'm okay with this right now",neutral
"This is awesome!",excited
"I'm so pleased today",happy
"I feel at ease",calm
"This is so frustrating! about this",frustrated
"I'm depressed today",sad
"I feel terrible today",sad
"I'm mad about this right now",angry
"I'm really anxious today",anxious
"This makes me furious lately",angry
"I'm frustrated right now",frustrated
"I'm elated today",excited
"I'm so hyped about this",excited
"I'm thrilled about this today",excited
"I'm ecstatic about this",happy
"I'm indifferent about this",neutral
"I feel down today",sad
"I feel tranquil today",calm
"I feel anxious",anxious
"This is amazing! today",happy
"I'm buzzing with excitement lately",excited
"I'm so hyped lately",excited
"I feel awful today",sad
"I'm losing patience",frustrated
"I'm so angry!",angry
"I'm fuming",angry
"I'm doing okay",neutral
"I'm at peace lately",calm
"I'm really excited about this",excited
"I'm feeling worried lately",anxious
"I'm really worried right now",anxious
"I'm so excited!",excited
"This is so annoying lately",frustrated
"This makes me furious",angry
"I'm concerned",anxious
